selection_index	primary_class_id	primary_class	class_ids	classes	source_kind	source_partition	source_image	dataset_image	calibration_hardlink	label_path	box_count	short_side_640	tilt_deg	size_quartile	angle_bin
617	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\62_2330.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_62_2330__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0617.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_62_2330__r01.txt	2	14.799840	0.506826	1	0-5
618	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\65_0376.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_65_0376__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0618.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_65_0376__r01.txt	2	8.673027	2.935980	0	0-5
619	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\65_0425.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_65_0425__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0619.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_65_0425__r01.txt	2	7.999680	0.000000	0	0-5
620	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\65_0439.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_65_0439__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0620.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_65_0439__r01.txt	2	10.333080	1.112485	0	0-5
621	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\65_0712.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_65_0712__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0621.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_65_0712__r01.txt	2	7.999920	0.000000	0	0-5
622	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_0293.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_0293__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0622.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_0293__r01.txt	2	11.020317	5.079330	0	5-15
623	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_0636.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_0636__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0623.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_0636__r01.txt	2	12.684109	0.000000	1	0-5
624	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_0677.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_0677__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0624.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_0677__r01.txt	2	12.337747	2.769953	0	0-5
625	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_0716.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_0716__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0625.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_0716__r01.txt	2	15.246976	0.000000	2	0-5
626	3	other	2,3	yellow_single,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_0725.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_0725__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0626.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_0725__r01.txt	2	12.670988	1.374948	1	0-5
627	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_0845.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_0845__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0627.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_0845__r01.txt	2	12.666600	0.485587	0	0-5
628	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_0883.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_0883__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0628.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_0883__r01.txt	2	16.679871	0.000000	2	0-5
629	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_0896.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_0896__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0629.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_0896__r01.txt	2	13.004219	2.327983	1	0-5
630	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_1101.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_1101__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0630.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_1101__r01.txt	2	21.002517	3.853462	3	0-5
631	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_1360.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_1360__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0631.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_1360__r01.txt	2	13.000320	6.234992	1	5-15
632	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_1495.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_1495__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0632.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_1495__r01.txt	2	12.670988	0.451173	0	0-5
633	3	other	2,3	yellow_single,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_1563.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_1563__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0633.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_1563__r01.txt	2	12.670988	0.447648	1	0-5
634	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_1695.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_1695__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0634.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_1695__r01.txt	2	16.999920	0.678078	2	0-5
635	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_1748.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_1748__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0635.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_1748__r01.txt	2	15.681027	1.537484	2	0-5
636	3	other	0,3	blue,other	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\66_1750.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_66_1750__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0636.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_66_1750__r01.txt	2	12.333240	5.792813	0	5-15
637	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\36_0453.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_36_0453__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0637.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_36_0453__r01.txt	3	15.646086	3.708851	2	0-5
638	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\56_0536.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_56_0536__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0638.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_56_0536__r01.txt	3	7.333200	0.000000	0	0-5
639	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\58_0922.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_58_0922__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0639.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_58_0922__r01.txt	4	7.000200	3.576548	0	0-5
640	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\60_0318.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_60_0318__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0640.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_60_0318__r01.txt	3	7.999920	0.795787	0	0-5
641	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\60_0420.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_60_0420__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0641.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_60_0420__r01.txt	3	7.673808	1.507531	0	0-5
642	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\62_0512.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_62_0512__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0642.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_62_0512__r01.txt	3	12.666600	0.000000	0	0-5
643	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\62_0778.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_62_0778__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0643.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_62_0778__r01.txt	4	11.005213	2.700279	0	0-5
644	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\62_0826.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_62_0826__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0644.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_62_0826__r01.txt	3	10.672010	3.691642	0	0-5
645	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\62_2314.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_62_2314__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0645.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_62_2314__r01.txt	4	11.333160	0.540557	0	0-5
646	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\65_0362.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_65_0362__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0646.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_65_0362__r01.txt	3	7.000200	1.487993	0	0-5
647	3	other	0,3	blue,other	crpd	CRPD_multi	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_multi\train\images\66_0965.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_multi_train_66_0965__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0647.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_multi_train_66_0965__r01.txt	3	10.672010	4.666572	0	0-5
648	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\44_1571.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_44_1571__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0648.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_44_1571__r01.txt	1	11.685924	1.735827	0	0-5
649	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\54_0018.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_54_0018__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0649.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_54_0018__r01.txt	1	18.803935	0.485934	2	0-5
650	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\54_0182.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_54_0182__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0650.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_54_0182__r01.txt	1	18.404187	1.385918	2	0-5
651	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\61_0204.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_61_0204__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0651.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_61_0204__r01.txt	1	16.363803	1.684803	2	0-5
652	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\62_0114.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_62_0114__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0652.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_62_0114__r01.txt	1	21.707613	4.236428	3	0-5
653	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\62_0118.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_62_0118__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0653.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_62_0118__r01.txt	1	23.060340	5.527689	3	5-15
654	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\62_0187.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_62_0187__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0654.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_62_0187__r01.txt	1	19.669626	2.143929	3	0-5
655	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\62_0294.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_62_0294__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0655.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_62_0294__r01.txt	1	13.206059	2.182077	1	0-5
656	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\62_0670.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_62_0670__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0656.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_62_0670__r01.txt	1	12.004512	1.080998	0	0-5
657	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\62_0724.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_62_0724__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0657.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_62_0724__r01.txt	1	19.616160	2.935820	3	0-5
658	3	other	3	other	crpd	CRPD_single	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_single\train\images\62_0897.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_single_train_62_0897__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0658.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_single_train_62_0897__r01.txt	1	20.044181	3.955620	3	0-5
